"HAULJOIN","REGION","STRATUM2","YEAR","MONTH","DAY","VESSEL","CRUISE","HAUL","GEAR_TEMP","SURFACE_TEMP","STATIONID2","RLAT","RLONG","STRATUM","STATIONID","RLAT_RACEBASE","RLONG_RACEBASE","CRUISE_TYPE","ECOPATH_PP"
10997356,"BS",41,1981,7,28,1,198103,216,1,8.2,"R-26",60.67,-174.13,0,"",60.67383,-174.13333,"Race_Groundfish","MiddleNW"
10997359,"BS",43,1981,7,29,1,198103,219,2.2,7.9,"N-25",59.42,-173.28,0,"",59.42317,-173.2825,"Race_Groundfish","MiddleNW"
10998361,"BS",41,1987,7,10,19,198701,127,2.3,,"M-23",59.02,-171.77,41,"M-23",59.01617,-171.765,"Race_Groundfish","MiddleNW"
10998058,"BS",61,1984,7,21,1,198402,134,4,7.9,"F-24",56.66,-171.99,61,"F-24",56.6635,-171.98667,"Race_Groundfish","OuterNW"
10998264,"BS",50,1982,5,1,1,198201,14,2.4,2.3,"F-18",56.58,-168.58,0,"",56.57833,-168.575,"Race_Hydro","OuterSE"
10997670,"BS",42,1981,6,11,1,198103,60,2.8,5.5,"J-20",57.99,-169.71,0,"",57.99317,-169.70583,"Race_Groundfish","MiddleNW"
10998065,"BS",43,1984,7,22,1,198402,143,-1.2,7.6,"ON2524",59.49,-172.8,43,"ON2524",59.4905,-172.80133,"Race_Groundfish","MiddleNW"
10998196,"BS",61,1984,7,25,1,198402,155,2.4,8.8,"L-26",58.67,-173.67,61,"L-26",58.67283,-173.67117,"Race_Groundfish","OuterNW"
11001167,"BS",41,1983,7,13,37,198301,135,1.5,9.7,"K-23",58.37,-171.62,41,"K-23",58.36817,-171.62317,"Race_Groundfish","MiddleNW"
10997013,"BS",61,1991,9,17,21,199110,61,3,8.5,"",59.77,-178.61,110,"",59.772,-178.61233,"Race_Groundfish","OuterNW"
10998660,"BS",50,1981,10,17,21,198106,10,5.5,8.4,"B-05",55.33,-165.16,0,"",55.33383,-165.158,"Race_Groundfish","OuterSE"
11000885,"BS",20,1981,6,15,37,198101,80,4,5,"N-18",59.35,-168.58,0,"",59.34833,-168.57617,"Race_Groundfish","InnerNW"
10997767,"BS",62,1982,6,28,23,198201,31,2.3,4.6,"N-27",59.28,-174.27,0,"",59.28,-174.26667,"Race_Hydro","OuterNW"
10997777,"BS",41,1982,7,19,23,198201,50,4,7.5,"H-23",57.45,-171.41,0,"",57.45333,-171.41333,"Race_Hydro","MiddleNW"
10997779,"BS",43,1982,7,22,23,198201,56,1.3,6.8,"O-24",59.68,-172.61,0,"",59.68333,-172.60833,"Race_Hydro","MiddleNW"
11001026,"BS",10,1981,7,17,37,198101,168,7.3,9.7,"C-09",55.68,-162.86,0,"",55.67767,-162.85733,"Race_Groundfish","InnerSE"
10997430,"BS",50,1987,6,26,19,198701,72,4.3,,"E-01",56.32,-167.65,50,"E-01",56.3185,-167.647,"Race_Groundfish","OuterSE"
10997434,"BS",41,1987,6,27,19,198701,77,3.6,,"J-01",57.99,-167.78,41,"J-01",57.98717,-167.7845,"Race_Groundfish","MiddleNW"
10997445,"BS",20,1987,6,29,19,198701,88,1.9,,"N-19",59.35,-169.25,20,"N-19",59.345,-169.2485,"Race_Groundfish","InnerNW"
657187,"BS",3,1994,8,19,21,199407,116,1.3,8.1,"",62,179.92,3,"",62.00283,179.91533,"Race_Hydro","MiddleSE"
655184,"BS",4,1994,8,29,21,199407,126,1.7,8.9,"",61.43,175.26,4,"",61.43133,175.262,"Race_Hydro","MiddleNW"
10998816,"BS",31,1984,8,28,21,198406,24,1.6,9.1,"I-06",57.58,-164.65,0,"",57.58283,-164.6475,"Race_Groundfish","MiddleSE"
10998828,"BS",10,1984,8,30,21,198406,36,3.8,8.4,"I-07",57.71,-163.83,0,"",57.71333,-163.82833,"Race_Groundfish","InnerSE"
10998830,"BS",10,1984,8,30,21,198406,38,6.7,9.1,"J-08",58.01,-163.54,0,"",58.01067,-163.54233,"Race_Groundfish","InnerSE"
10998831,"BS",10,1984,8,30,21,198406,39,6.9,9.1,"J-08",57.94,-163.25,0,"",57.94117,-163.2525,"Race_Groundfish","InnerSE"
10998832,"BS",10,1984,8,30,21,198406,40,5.5,9.2,"I-08",57.79,-163.42,0,"",57.79383,-163.42317,"Race_Groundfish","InnerSE"
10998834,"BS",10,1984,8,31,21,198406,42,2.8,9.1,"H-07",57.49,-163.71,0,"",57.4945,-163.7085,"Race_Groundfish","InnerSE"
10998964,"BS",10,1984,9,1,21,198406,52,3.4,8.4,"H-08",57.34,-163.23,0,"",57.33517,-163.22933,"Race_Groundfish","InnerSE"
655640,"BS",1,1993,2,17,21,199301,6,3.4,0,"",58.61,164.45,1,"",58.612,164.452,"Race_Hydro","InnerSE"
655642,"BS",1,1993,2,18,21,199301,9,-0.7,-1.6,"",59.32,165.77,1,"",59.31667,165.76783,"Race_Hydro","InnerSE"
10997244,"BS",3,1993,2,27,21,199301,14,3.8,3.5,"",54.23,-166.12,3,"",54.23267,-166.11617,"Race_Hydro","MiddleSE"
11004403,"BS",3,1993,3,1,21,199301,20,3.7,3.5,"",53.65,-167.86,3,"",53.64767,-167.859,"Race_Hydro","MiddleSE"
11004572,"BS",61,1994,8,10,21,199407,84,2.6,8.4,"L-30",58.73,-176.14,2,"",58.73167,-176.135,"Race_Hydro","OuterNW"
11004574,"BS",90,1994,8,11,21,199407,88,1,7.7,"S-30",61.08,-176.94,2,"",61.08383,-176.9365,"Race_Hydro","NA"
11004577,"BS",61,1994,8,13,21,199407,94,2.4,8.1,"O-31",59.65,-177.12,2,"",59.64617,-177.121,"Race_Hydro","OuterNW"
10998973,"BS",10,1984,9,2,21,198406,61,4.6,9.4,"H-09",57.35,-162.47,0,"",57.34617,-162.47083,"Race_Groundfish","InnerSE"
10998983,"BS",10,1984,9,3,21,198406,71,5.1,9.6,"H-09",57.46,-162.5,0,"",57.45583,-162.504,"Race_Groundfish","InnerSE"
10998498,"BS",10,1984,9,5,21,198406,84,2.6,9.1,"H-08",57.38,-163.63,0,"",57.38433,-163.6255,"Race_Groundfish","InnerSE"
10998514,"BS",10,1984,9,7,21,198406,100,8.4,9,"J-07",58.05,-164,0,"",58.04767,-164.0045,"Race_Groundfish","InnerSE"
10997002,"BS",120,1991,9,4,21,199110,24,3.5,9.1,"",54.38,-167.36,120,"",54.38067,-167.362,"Race_Groundfish","Slope"
10999408,"BS",31,1985,2,14,21,198501,47,2.9,4.3,"F-06",56.65,-164.59,0,"",56.6535,-164.59433,"Race_Groundfish","MiddleSE"
10998142,"BS",10,1981,9,22,21,198105,6,10.2,10.4,"K-10",58.34,-162.01,0,"",58.34,-162.01483,"Race_Groundfish","InnerSE"
10998145,"BS",41,1981,9,23,21,198105,17,,,"O-21",59.66,-170.61,0,"",59.66283,-170.61017,"Race_Groundfish","MiddleNW"
10998146,"BS",43,1981,9,24,21,198105,20,2.1,9.7,"O-23",59.7,-171.9,0,"",59.69867,-171.9015,"Race_Groundfish","MiddleNW"
10998520,"BS",31,1985,2,7,21,198501,20,4.4,4.3,"E-08",56.32,-163.43,0,"",56.32217,-163.42717,"Race_Groundfish","MiddleSE"
10998528,"BS",31,1985,2,9,21,198501,35,2.9,2.4,"H-13",57.33,-160.28,0,"",57.32567,-160.281,"Race_Groundfish","MiddleSE"
10998648,"BS",70,1981,9,27,21,198105,46,,,"",61.68,-169.52,0,"",61.68217,-169.51667,"Race_Groundfish","NA"
10999418,"BS",0,1985,8,9,21,198504,12,4,9.8,"",56.34,-171.39,0,"",56.342,-171.38933,"Race_Groundfish","NA"
10999423,"BS",61,1985,8,13,21,198504,21,4.2,10.4,"F-25",56.64,-172.35,0,"",56.63617,-172.35067,"Race_Groundfish","OuterNW"
11000937,"BS",61,1989,7,15,37,198901,148,3.3,8.6,"I-24",57.66,-172.16,61,"I-24",57.66067,-172.1625,"Race_Groundfish","OuterNW"
10999632,"BS",43,1991,7,25,37,199101,147,-1,8.5,"PO2423",59.82,-172.24,43,"PO2423",59.82283,-172.241,"Race_Groundfish","MiddleNW"
11003138,"BS",42,1989,7,6,78,198901,119,5.7,,"HG2221",57.13,-170.5,42,"HG2221",57.1315,-170.49867,"Race_Groundfish","MiddleNW"
11003256,"BS",41,1989,7,10,78,198901,127,2.9,7,"M-21",59.03,-170.49,41,"M-21",59.02733,-170.49033,"Race_Groundfish","MiddleNW"
11003260,"BS",41,1989,7,10,78,198901,132,1.3,7,"Q-21",60.34,-170.7,41,"Q-21",60.34483,-170.69717,"Race_Groundfish","MiddleNW"
11001961,"BS",10,1991,6,29,78,199101,66,,,"J-04",58,-165.91,10,"J-04",57.99783,-165.90883,"Race_Groundfish","InnerSE"
11001965,"BS",31,1991,6,30,78,199101,70,,6.2,"F-04",56.66,-165.85,31,"F-04",56.66033,-165.85467,"Race_Groundfish","MiddleSE"
11001971,"BS",50,1991,7,1,78,199101,76,,,"A-04",54.83,-165.53,50,"AZ0504",54.828,-165.528,"Race_Groundfish","OuterSE"
11001973,"BS",50,1991,7,2,78,199101,78,,7.7,"B-02",55.35,-166.96,50,"B-02",55.34683,-166.96117,"Race_Groundfish","OuterSE"
11001397,"BS",31,1991,7,3,78,199101,82,,7,"F-02",56.69,-167.06,31,"F-02",56.69183,-167.05933,"Race_Groundfish","MiddleSE"
11001979,"BS",31,1991,7,3,78,199101,85,,7.2,"I-02",57.69,-167.12,31,"I-02",57.69217,-167.12333,"Race_Groundfish","MiddleSE"
11002090,"BS",20,1991,7,4,78,199101,91,,7.8,"O-02",59.64,-167.29,20,"O-02",59.64217,-167.29017,"Race_Groundfish","InnerNW"
11002091,"BS",20,1991,7,6,78,199101,92,,6.6,"Q-02",60.34,-167.33,20,"Q-02",60.33717,-167.33383,"Race_Groundfish","InnerNW"
11000184,"BS",41,1988,7,9,37,198801,134,-1.1,8,"L-22",58.68,-171.09,41,"L-22",58.6775,-171.09167,"Race_Groundfish","MiddleNW"
10999603,"BS",42,1988,7,10,37,198801,138,3.4,8.4,"H-22",57.34,-170.86,42,"H-22",57.33967,-170.85583,"Race_Groundfish","MiddleNW"
10999613,"BS",43,1988,7,20,37,198801,154,-1,7.2,"PO2524",59.82,-172.91,43,"PO2524",59.82117,-172.91167,"Race_Groundfish","MiddleNW"
10999503,"BS",43,1990,7,13,37,199001,149,,8.6,"ON2625",59.49,-173.49,43,"ON2625",59.494,-173.48817,"Race_Groundfish","MiddleNW"
10999508,"BS",61,1990,7,14,37,199001,154,,9,"J-25",57.97,-172.89,61,"J-25",57.96633,-172.892,"Race_Groundfish","OuterNW"
10999123,"BS",61,1990,7,23,37,199001,164,2.7,8,"L-27",58.69,-174.23,61,"L-27",58.69367,-174.229,"Race_Groundfish","OuterNW"
10999125,"BS",61,1990,7,24,37,199001,166,2.4,8.3,"M-27",59.02,-174.36,61,"M-27",59.02183,-174.3565,"Race_Groundfish","OuterNW"
10999648,"BS",62,1991,7,30,37,199101,169,0.7,8.9,"O-26",59.68,-173.84,62,"O-26",59.6755,-173.8445,"Race_Groundfish","OuterNW"
10999649,"BS",43,1991,7,30,37,199101,170,0.8,8.8,"ON2625",59.51,-173.54,43,"ON2625",59.51483,-173.5445,"Race_Groundfish","MiddleNW"
11001602,"BS",31,1985,6,13,37,198501,19,3,3.1,"I-13",57.67,-160.25,31,"I-13",57.67,-160.25,"Race_Groundfish","MiddleSE"
11001604,"BS",31,1985,6,14,37,198501,22,3.6,3.3,"G-12",57,-160.92,31,"G-12",57.00233,-160.91917,"Race_Groundfish","MiddleSE"
11001606,"BS",31,1985,6,15,37,198501,24,2.5,2.7,"I-12",57.69,-160.85,31,"I-12",57.68767,-160.85317,"Race_Groundfish","MiddleSE"
11001609,"BS",10,1985,6,16,37,198501,29,,,"I-11",57.68,-161.51,10,"I-11",57.67917,-161.5115,"Race_Groundfish","InnerSE"
11003876,"BS",10,1992,6,12,87,199201,29,2.4,5.3,"H-08",57.33,-163.38,10,"H-08",57.32783,-163.382,"Race_Groundfish","InnerSE"
11003261,"BS",41,1989,7,11,78,198901,133,1.8,6.8,"S-23",60.99,-172.17,41,"S-23",60.99317,-172.16917,"Race_Groundfish","MiddleNW"
10999621,"BS",43,1988,7,22,37,198801,166,-1.3,8.2,"Q-26",60.35,-174.07,43,"Q-26",60.34933,-174.072,"Race_Groundfish","MiddleNW"
10999628,"BS",61,1988,7,23,37,198801,173,2.8,8.7,"L-26",58.7,-173.64,61,"L-26",58.69967,-173.63867,"Race_Groundfish","OuterNW"
10999745,"BS",61,1988,7,27,37,198801,179,0.8,8,"Q-28",60.33,-175.38,61,"Q-28",60.32617,-175.3775,"Race_Groundfish","OuterNW"
11000480,"BS",82,1988,7,28,37,198801,184,-1.5,7.2,"U-28",61.68,-175.76,82,"U-28",61.68183,-175.76033,"Race_Groundfish","NA"
11000482,"BS",90,1988,7,28,37,198801,186,1.5,9.1,"T-30",61.34,-176.94,90,"T-30",61.34283,-176.94433,"Race_Groundfish","NA"
11000485,"BS",61,1988,7,29,37,198801,189,1.4,8.6,"Q-30",60.28,-176.69,61,"Q-30",60.27533,-176.69433,"Race_Groundfish","OuterNW"
10999137,"BS",90,1990,7,29,37,199001,179,-0.2,9.3,"U-29",61.65,-176.38,90,"U-29",61.6545,-176.3835,"Race_Groundfish","NA"
10999142,"BS",61,1990,7,30,37,199001,184,1.7,9.1,"P-29",59.98,-175.93,61,"P-29",59.9795,-175.93233,"Race_Groundfish","OuterNW"
11003265,"BS",43,1989,7,11,78,198901,137,1.5,7.5,"P-23",60.01,-171.97,43,"P-23",60.00983,-171.96533,"Race_Groundfish","MiddleNW"
11003284,"BS",61,1989,7,16,78,198901,157,3.1,8,"M-25",59.03,-173.08,61,"M-25",59.02833,-173.08317,"Race_Groundfish","OuterNW"
11002111,"BS",42,1991,7,11,78,199101,115,,10.3,"GF2120",56.85,-169.89,42,"GF2120",56.85,-169.8905,"Race_Groundfish","MiddleNW"
11002114,"BS",42,1991,7,11,78,199101,117,,10.5,"HG2019",57.15,-169.35,42,"HG2019",57.14883,-169.352,"Race_Groundfish","MiddleNW"
11003396,"BS",62,1989,7,20,78,198901,170,2.9,8,"O-26",59.67,-173.89,62,"O-26",59.67,-173.88783,"Race_Groundfish","OuterNW"
653645,"BS",150,1989,7,31,78,198901,186,2.1,9.6,"",61.38,-177.67,,"",61.38267,-177.67167,"Race_Groundfish","NA"
11003409,"BS",90,1989,7,31,78,198901,187,1.9,9.2,"T-30",61.33,-176.99,90,"T-30",61.33117,-176.98883,"Race_Groundfish","NA"
11003411,"BS",90,1989,7,31,78,198901,189,2,9.2,"T-28",61.29,-175.79,90,"T-28",61.28667,-175.78933,"Race_Groundfish","NA"
11002120,"BS",41,1991,7,13,78,199101,126,,,"K-20",58.36,-169.75,41,"K-20",58.35633,-169.745,"Race_Groundfish","MiddleNW"
11002125,"BS",41,1991,7,14,78,199101,131,,9.7,"P-20",60.01,-169.97,41,"P-20",60.0075,-169.97017,"Race_Groundfish","MiddleNW"
11002239,"BS",50,1991,7,22,78,199101,135,5.5,8.2,"E-21",56.42,-170.2,50,"E-21",56.42167,-170.202,"Race_Groundfish","OuterSE"
11002247,"BS",61,1991,7,24,78,199101,143,1.5,9.2,"K-24",58.39,-172.29,61,"K-24",58.38533,-172.29283,"Race_Groundfish","OuterNW"
10999221,"BS",10,1986,6,3,57,198602,4,3.1,3.4,"J-15",57.99,-158.97,10,"J-15",57.98817,-158.9725,"Race_Groundfish","InnerSE"
11002972,"BS",61,1989,8,7,78,198901,201,2.5,9.8,"N-29",59.33,-175.75,61,"N-29",59.33467,-175.7515,"Race_Groundfish","OuterNW"
11002973,"BS",61,1989,8,7,78,198901,203,2.3,9.6,"N-30",59.32,-176.5,61,"N-30",59.31567,-176.50383,"Race_Groundfish","OuterNW"
11002979,"BS",31,1989,8,14,78,198901,219,,,"C-08",55.69,-163.35,,"",55.69383,-163.34917,"Race_Groundfish","MiddleSE"
11001807,"BS",61,1991,7,31,78,199101,172,2.3,9.3,"L-26",58.61,-173.63,61,"L-26",58.60817,-173.6335,"Race_Groundfish","OuterNW"
10999333,"BS",31,1986,6,7,57,198602,20,1.7,3.1,"G-11",56.99,-161.57,31,"G-11",56.9865,-161.56833,"Race_Groundfish","MiddleSE"
10999336,"BS",10,1986,6,8,57,198602,23,1.9,2.9,"J-11",57.99,-161.5,10,"J-11",57.993,-161.50067,"Race_Groundfish","InnerSE"
10999345,"BS",31,1986,6,10,57,198602,33,1.9,4.7,"D-09",56.02,-162.82,31,"D-09",56.015,-162.82267,"Race_Groundfish","MiddleSE"
11002990,"BS",10,1990,6,6,78,199001,9,,4.4,"G-14",56.95,-159.72,10,"G-14",56.95333,-159.7245,"Race_Groundfish","InnerSE"
11002995,"BS",31,1990,6,7,78,199001,14,,5.1,"F-12",56.68,-161,31,"F-12",56.67517,-160.99933,"Race_Groundfish","MiddleSE"
11001822,"BS",82,1991,8,7,78,199101,190,-1.4,10.6,"T-28",61.33,-175.67,90,"T-28",61.3295,-175.6665,"Race_Groundfish","NA"
11003833,"BS",10,1990,6,18,78,199001,41,3,3.6,"J-08",57.97,-163.37,10,"J-08",57.96583,-163.3705,"Race_Groundfish","InnerSE"
11003841,"BS",10,1990,6,20,78,199001,50,2.8,5.2,"I-06",57.66,-164.63,10,"I-06",57.664,-164.63217,"Race_Groundfish","InnerSE"
11003846,"BS",31,1990,6,22,78,199001,55,2.6,7.1,"D-06",55.98,-164.6,31,"D-06",55.98233,-164.598,"Race_Groundfish","MiddleSE"
11002188,"BS",50,1986,6,22,57,198602,78,3.8,6.4,"C-01",55.69,-167.58,50,"C-01",55.68517,-167.57783,"Race_Groundfish","OuterSE"
11002190,"BS",32,1986,6,27,57,198602,81,2.4,6.3,"G-18",56.99,-168.35,32,"G-18",56.987,-168.3505,"Race_Groundfish","MiddleSE"
11002198,"BS",20,1986,6,29,57,198602,90,4.6,5.1,"O-03",59.64,-166.62,20,"O-03",59.6415,-166.62383,"Race_Groundfish","InnerNW"
11002307,"BS",20,1986,6,30,57,198602,96,2.5,4,"M-01",59,-167.91,20,"M-01",58.99717,-167.90867,"Race_Groundfish","InnerNW"
11002308,"BS",20,1986,6,30,57,198602,97,2.3,5.5,"L-01",58.68,-167.87,20,"L-01",58.68383,-167.86867,"Race_Groundfish","InnerNW"
11001053,"BS",43,1989,7,17,37,198901,158,2.7,5.3,"QP2524",60.16,-172.99,43,"QP2524",60.16367,-172.98767,"Race_Groundfish","MiddleNW"
11001072,"BS",90,1989,7,30,37,198901,179,1.5,9.5,"U-29",61.67,-176.43,90,"U-29",61.66783,-176.43083,"Race_Groundfish","NA"
10999658,"BS",61,1991,8,6,37,199101,182,2.3,10,"M-29",59,-175.75,61,"M-29",58.99767,-175.74733,"Race_Groundfish","OuterNW"
11000961,"BS",61,1992,7,24,37,199201,139,2,8.3,"L-25",58.66,-173.01,61,"L-25",58.6605,-173.00617,"Race_Groundfish","OuterNW"
11000964,"BS",43,1992,7,24,37,199201,142,-0.4,8.2,"ON2625",59.49,-173.5,43,"ON2625",59.49033,-173.5005,"Race_Groundfish","MiddleNW"
11000491,"BS",31,1988,8,1,37,198801,197,,,"D-08",55.99,-163.34,,"",55.98817,-163.34383,"Race_Groundfish","MiddleSE"
11000500,"BS",31,1988,8,6,37,198801,216,,,"C-08",55.75,-163.29,,"",55.74933,-163.28817,"Race_Groundfish","MiddleSE"
10999271,"BS",42,1990,8,6,37,199001,203,3.4,9,"G-20",57.01,-169.51,,"",57.01167,-169.513,"Race_Groundfish","MiddleNW"
10999276,"BS",31,1991,6,21,37,199101,6,2.7,6.1,"D-09",56.02,-162.8,31,"D-09",56.01983,-162.79767,"Race_Groundfish","MiddleSE"
10999280,"BS",31,1991,6,22,37,199101,12,1.3,6.1,"E-07",56.33,-164.05,31,"E-07",56.32867,-164.04667,"Race_Groundfish","MiddleSE"
11000508,"BS",90,1991,8,8,37,199101,191,0,10,"T-30",61.34,-176.94,90,"T-30",61.34,-176.93917,"Race_Groundfish","NA"
11000516,"BS",61,1991,8,10,37,199101,199,0.9,9.3,"P-30",60.02,-176.71,61,"P-30",60.01717,-176.71217,"Race_Groundfish","OuterNW"
11000520,"BS",61,1991,8,11,37,199101,203,1.1,9.1,"O-30",59.66,-176.53,61,"O-30",59.66367,-176.52917,"Race_Groundfish","OuterNW"
11001730,"BS",10,1985,6,20,37,198501,45,2.5,4.1,"I-09",57.68,-162.75,10,"I-09",57.679,-162.75217,"Race_Groundfish","InnerSE"
11001731,"BS",10,1985,6,20,37,198501,46,2.3,4,"H-09",57.35,-162.77,10,"H-09",57.35083,-162.76833,"Race_Groundfish","InnerSE"
11001086,"BS",82,1992,7,27,37,199201,158,-1.6,8.4,"U-27",61.66,-174.98,82,"U-27",61.66183,-174.98267,"Race_Groundfish","NA"
11001087,"BS",82,1992,7,28,37,199201,159,-1.6,8.8,"V-27",61.99,-175,82,"V-27",61.9875,-175,"Race_Groundfish","NA"
11002582,"BS",20,1985,7,6,60,198501,12,1.4,4.9,"L-18",58.67,-168.5,20,"L-18",58.673,-168.50283,"Race_Groundfish","InnerNW"
11003075,"BS",41,1985,7,7,60,198501,18,0.5,5.1,"O-20",59.68,-169.93,41,"O-20",59.67767,-169.92983,"Race_Groundfish","MiddleNW"
11003086,"BS",61,1985,7,10,60,198501,30,2.2,7.1,"K-24",58.33,-172.29,61,"K-24",58.33433,-172.29,"Race_Groundfish","OuterNW"
10999755,"BS",10,1988,6,9,37,198801,19,3.4,4.3,"J-12",58,-160.85,10,"J-12",57.99967,-160.851,"Race_Groundfish","InnerSE"
11001187,"BS",10,1984,7,1,37,198401,74,3,6.9,"K-03",58.32,-166.56,10,"K-03",58.31517,-166.56067,"Race_Groundfish","InnerSE"
11000737,"BS",20,1984,7,2,37,198401,79,4,5.4,"M-01",59.01,-167.89,20,"M-01",59.0115,-167.88567,"Race_Groundfish","InnerNW"
11000746,"BS",32,1984,7,7,37,198401,88,1.7,8.2,"F-19",56.68,-168.9,32,"F-19",56.683,-168.902,"Race_Groundfish","MiddleSE"
11000748,"BS",50,1984,7,8,37,198401,92,4,9.4,"D-01",56,-167.61,50,"D-01",55.99983,-167.607,"Race_Groundfish","OuterSE"
11001078,"BS",61,1989,8,1,37,198901,186,2.5,9.7,"R-28",60.68,-175.46,61,"R-28",60.6815,-175.45783,"Race_Groundfish","OuterNW"
11001195,"BS",61,1989,8,7,37,198901,198,,10.6,"L-31",58.69,-176.79,61,"L-31",58.68733,-176.78717,"Race_Groundfish","OuterNW"
11001204,"BS",31,1989,8,12,37,198901,207,5.3,10.4,"C-08",55.62,-163.33,,"",55.62067,-163.3295,"Race_Groundfish","MiddleSE"
11001209,"BS",31,1989,8,13,37,198901,212,,,"C-08",55.7,-163.44,,"",55.70483,-163.44083,"Race_Groundfish","MiddleSE"
11001100,"BS",61,1992,7,31,37,199201,174,1.8,9.1,"O-28",59.68,-175.12,61,"O-28",59.67967,-175.12,"Race_Groundfish","OuterNW"
11000314,"BS",31,1992,6,29,37,199201,69,0.8,5.9,"J-03",58.01,-166.52,31,"J-03",58.0145,-166.51883,"Race_Groundfish","MiddleSE"
11000318,"BS",31,1992,6,30,37,199201,73,-0.5,7.6,"F-03",56.68,-166.44,31,"F-03",56.67767,-166.44217,"Race_Groundfish","MiddleSE"
11000319,"BS",31,1992,6,30,37,199201,74,3.6,8,"E-03",56.34,-166.43,31,"E-03",56.34433,-166.42533,"Race_Groundfish","MiddleSE"
11000632,"BS",10,1989,6,10,37,198901,23,4.1,4.9,"K-10",58.34,-161.96,10,"K-10",58.33667,-161.96383,"Race_Groundfish","InnerSE"
11000635,"BS",10,1989,6,11,37,198901,26,1.8,3.7,"H-10",57.34,-162.13,10,"H-10",57.3445,-162.13017,"Race_Groundfish","InnerSE"
11000637,"BS",31,1989,6,11,37,198901,28,1.3,4.6,"F-10",56.66,-162.18,31,"F-10",56.66133,-162.1805,"Race_Groundfish","MiddleSE"
11000640,"BS",31,1989,6,12,37,198901,31,2.1,6.3,"D-09",56,-162.8,31,"D-09",56.0025,-162.79767,"Race_Groundfish","MiddleSE"
11000642,"BS",31,1989,6,13,37,198901,33,3.1,7,"B-08",55.35,-163.37,31,"B-08",55.34867,-163.36833,"Race_Groundfish","MiddleSE"
11000643,"BS",31,1989,6,13,37,198901,34,1.4,6.9,"C-08",55.66,-163.4,31,"C-08",55.66083,-163.39833,"Race_Groundfish","MiddleSE"
10999292,"BS",10,1991,6,26,37,199101,30,4,4.6,"K-06",58.31,-164.64,10,"K-06",58.31217,-164.6415,"Race_Groundfish","InnerSE"
10999783,"BS",31,1991,6,30,37,199101,47,2.4,5.9,"H-05",57.35,-165.23,31,"H-05",57.35,-165.22967,"Race_Groundfish","MiddleSE"
10999785,"BS",31,1991,6,30,37,199101,49,1.7,5.8,"F-05",56.67,-165.22,31,"F-05",56.67267,-165.2205,"Race_Groundfish","MiddleSE"
11000660,"BS",31,1992,6,9,37,199201,18,,6.3,"E-10",56.34,-162.2,31,"E-10",56.34417,-162.19933,"Race_Groundfish","MiddleSE"
11003093,"BS",43,1985,7,12,60,198501,37,-1.2,5.5,"P-24",59.99,-172.65,43,"P-24",59.9925,-172.64783,"Race_Groundfish","MiddleNW"
11003224,"BS",61,1985,7,17,60,198501,59,1.5,7.6,"Q-29",60.33,-176.04,61,"Q-29",60.32817,-176.04267,"Race_Groundfish","OuterNW"
10999762,"BS",31,1988,6,11,37,198801,28,3.4,7.8,"D-10",56,-162.22,31,"D-10",56.00267,-162.22017,"Race_Groundfish","MiddleSE"
10999767,"BS",31,1988,6,12,37,198801,33,0.5,7.1,"G-08",57,-163.38,31,"G-08",57.0005,-163.38467,"Race_Groundfish","MiddleSE"
10999769,"BS",10,1988,6,12,37,198801,35,2.4,5.8,"I-08",57.66,-163.37,10,"I-08",57.66467,-163.36567,"Race_Groundfish","InnerSE"
11000786,"BS",31,1990,6,10,37,199001,31,2.7,7.2,"D-09",56.01,-162.81,31,"D-09",56.009,-162.81367,"Race_Groundfish","MiddleSE"
11000793,"BS",10,1990,6,18,37,199001,38,2.6,3.9,"J-07",57.99,-164.01,10,"J-07",57.99183,-164.00833,"Race_Groundfish","InnerSE"
11000800,"BS",20,1990,6,19,37,199001,45,5.7,6.2,"N-05",59.34,-165.32,20,"N-05",59.3385,-165.32267,"Race_Groundfish","InnerNW"
11001617,"BS",31,1990,6,20,37,199001,50,2.1,5.8,"I-05",57.67,-165.25,31,"I-05",57.67317,-165.2505,"Race_Groundfish","MiddleSE"
11000302,"BS",31,1992,6,27,37,199201,57,0.1,6.7,"H-05",57.32,-165.23,31,"H-05",57.322,-165.23483,"Race_Groundfish","MiddleSE"
11000303,"BS",31,1992,6,27,37,199201,58,0.9,6.8,"I-05",57.65,-165.25,31,"I-05",57.652,-165.2515,"Race_Groundfish","MiddleSE"
10999791,"BS",31,1991,7,1,37,199101,55,5.1,7.1,"Z-05",54.74,-165.16,31,"Z-05",54.74267,-165.15733,"Race_Groundfish","MiddleSE"
10999792,"BS",50,1991,7,2,37,199101,56,3.7,6.7,"A-03",55,-166.28,50,"A-03",54.99767,-166.27633,"Race_Groundfish","OuterSE"
11000751,"BS",42,1984,7,9,37,198401,95,1.2,7.3,"HG2019",57.17,-169.32,42,"HG2019",57.16833,-169.32333,"Race_Groundfish","MiddleNW"
11000753,"BS",42,1984,7,9,37,198401,97,0,7.5,"IH2019",57.49,-169.21,42,"IH2019",57.4895,-169.20817,"Race_Groundfish","MiddleNW"
11001583,"BS",42,1984,7,14,37,198401,119,2.7,7.4,"IH2221",57.5,-170.59,42,"IH2221",57.50167,-170.58833,"Race_Groundfish","MiddleNW"
